Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Nee,Camille Dhont - KW.be,8,https://kw.be/p/camille-dhont/,camille dhont (https://www.notion.so/camille-dhont-973b45faa9554beba5c58eb21d96b42e?pvs=21),relevant,,kw.be (https://www.notion.so/kw-be-7e27aeb309f94a2f9b85ff4c4da2adf5?pvs=21),De Krant van West-Vlaanderen is onderdeel van Roularta Media Group,redelijk_begrijpelijk,informatief,"clickbait,journalistiek,nieuws,paywall (geheel/gedeeltelijk),promotioneel",commercieel,Uitgevers (div. commercieel),Named entity,over_the_top_ads,,,informatieproduct div. commercieel,12,1,,https://kw.be,-,Maarten Sprenger,Almost completed,"January 2, 2024 12:32 PM",
Just-in-case,"Vrienden zijn als een regenboog, altijd daar om je op te vrolijken na een ""storm"". www.vriendenkiezen.nl voor mannen, vrouwen en stellen vanaf 21 jaar,... | By Friends2Select | Facebook",8,https://www.facebook.com/vriendenkiezen.nl/videos/vrienden-zijn-als-een-regenboog-altijd-daar-om-je-op-te-vrolijken-na-een-storm-w/1479676965753208/,videos rehenboogfrienden (https://www.notion.so/videos-rehenboogfrienden-898e846d0c554b42a29ec4d28f0f2aba?pvs=21),niet_relevant,,facebook.com (https://www.notion.so/facebook-com-05ea9be69e884499b87e7677ca2f6ded?pvs=21),Meta,eenvoudig,navigational,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,2 of meer woorden,many_ads,,Bijna alles v 2 bronnen op de query,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.facebook.com,-,Maarten Sprenger,Done,"January 2, 2024 11:42 AM",
Just-in-case,de bal van mo - Uitgeverij Zwijsen,8,https://www.zwijsen.nl/product/de-bal-van-mo-9789048736607/,de bal (https://www.notion.so/de-bal-8f8ac50816a448e9acfe596b7d37b9f8?pvs=21),niet_relevant,webshop_result_page,zwijsen.nl (https://www.notion.so/zwijsen-nl-909aef93ff004c1fbd5f3875dd51d962?pvs=21),Uitgeverij Zwijsen,nvt,transactional,"onderwijscontent,webshop",commercieel,Uitgevers (educatief/literair),Eén woord,company_promotion,,,informatieproduct div. commercieel,11,1,,https://www.zwijsen.nl,-,Maarten Sprenger,Done,"January 2, 2024 10:44 AM",
Just-in-case,Ezel,8,https://www.dierenspecialisthoogendoorn.nl/parkdieren/ezels/ezel.html,Ezel (https://www.notion.so/Ezel-93e7c29b363e4e5f8798bf4c54e2ecd9?pvs=21),relevant,,dierenspecialisthoogendoorn.nl (https://www.notion.so/dierenspecialisthoogendoorn-nl-8f9056e17b1548058fdc9b2c95def691?pvs=21),Dierenhandel Hoogendoorn BV,eenvoudig,transactional,"bedrijfsinfo/uithangbord,promotioneel,webshop",commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,webshop/winkel+promotioneel deel,8,1,,dierenspecialisthoogendoorn.nl/,4,Carsten Schnober,Done,"December 25, 2023 11:16 AM",dieren
Just-in-case,Iedereen wil KAKco! | Varkentje Rund - YouTube,8,https://www.youtube.com/watch?v=YAo4gmVOSvs,varkentje (https://www.notion.so/varkentje-92d94d04e008426088cc83cd86c5ff18?pvs=21),relevant,,youtube.com/@VarkentjeRundje (https://www.notion.so/youtube-com-VarkentjeRundje-855865799f434270896ee5df05fe975a?pvs=21),,nvt,informatief,"BigTech,doelgroep PO/8-12,entertainment,infinite_scroll,social_media",commercieel,Publieke_omroep,Eén woord,limited_ads,,Bijna alleen 1 bron op de query,entertainment,25,1,,https://www.youtube.com/@VarkentjeRundje/,-,Carsten Schnober,In progress,"December 25, 2023 10:46 AM",
Just-in-case,Ferrari - http://autoblog.nl/,8,https://www.autoblog.nl/auto/ferrari,ferrari (https://www.notion.so/ferrari-926313d637694548a14fcfcefa8892ee?pvs=21),relevant,,autoblog.nl (https://www.notion.so/autoblog-nl-b15842f565b74c4fbb1367c43870ee02?pvs=21),"Autoblog.nl, Autoblog BV",eenvoudig,navigational,"nieuws,user_generated_content",commercieel,Uitgevers (div. commercieel),Named entity,many_ads,,,informatieproduct div. commercieel,34,1,,autoblog.nl,-,Carsten Schnober,Almost completed,"December 25, 2023 10:19 AM",
Just-in-case,De Gea maakt mogelijk ‘shock move’: ‘Spanjaard kan terugkeren in Premier League’,8,https://www.voetbalzone.nl/nieuws/de-gea-maakt-mogelijk-shock-move-spanjaard-kan-terugkeren-in-premier-league/427793,de gea (https://www.notion.so/de-gea-8b6224a0dd094c348a080aa3bedd55db?pvs=21),relevant,,voetbalzone.nl (https://www.notion.so/voetbalzone-nl-acbee6ea22664c12b9ebebef6fc0dc25?pvs=21),"Voetbalzone BV, een FootballCo Group Company",redelijk_begrijpelijk,informatief,nieuws,commercieel,Online-bedrijven,Named entity,"many_ads,online_kanspel_ads_2/24",,,informatieproduct div. commercieel,16,1,,https://www.voetbalzone.nl/,-,Carsten Schnober,Done,"December 24, 2023 3:27 PM",
Just-in-case,Nieuwe kamer ontdekt in de Piramide van Cheops,8,https://scientias.nl/nieuwe-kamer-ontdekt-in-de-piramide-van-cheops/,PIRAMIDES CHEOPS (https://www.notion.so/PIRAMIDES-CHEOPS-79f58d5e708748cdbb9313ba021c8cc3?pvs=21),relevant,,scientias.nl (https://www.notion.so/scientias-nl-55b85bf7d8104a2a8c23d75cb991785f?pvs=21),Scientias.nl B.V,complex,informatief,"about-voorbeeld,infinite_scroll,infotainment,nieuws,wetenschap",ultra_commercieel,Uitgevers (div. commercieel),Named entity,over_the_top_ads,Pagina’s zijn Wznz 4 (blauw) maar ads maken het complex,,informatieproduct div. commercieel,80,1,,https://scientias.nl/,-,Maarten Sprenger,Done,"December 15, 2023 5:47 PM",
Ja,pdf,8,https://open.overheid.nl/documenten/ronl-00ebed81-a2ec-4abf-a474-04f4b9a1ab04/pdf,mens red peuter van dak racist (https://www.notion.so/mens-red-peuter-van-dak-racist-a637441feea44612b4187b9380224e8a?pvs=21),niet_relevant,pdf,open.overheid.nl (https://www.notion.so/open-overheid-nl-87a4b12ddc514acb9739b576603e8845?pvs=21),"rijksoverheid, ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties",complex,informatief,"kennisbank/centrum,overheidsinfo (of i.o.v.)",not_for_profit,Overheid (of i.o.v.),2 of meer woorden,no_ads,,,"kennisbank/centrum +,overheidsinformatie (wetten/regels)",1,1,,https://open.overheid.nl,"-  (JJ 1, klokhuis 4)",Maarten Sprenger,Done,"December 15, 2023 5:12 PM",
Ja,Achalasie slokdarm › MCL - Medisch Centrum Leeuwarden,8,https://www.mcl.nl/aandoeningen-en-behandelingen/aandoeningen/achalasie-slokdarm,taak slokdarm (https://www.notion.so/taak-slokdarm-8629f11ce2e64f618b4bf26b26ce9bcc?pvs=21),relevant,,mcl.nl (https://www.notion.so/mcl-nl-2f8307de85ae4890b20285066a62d868?pvs=21),"Medisch Centrum Leeuwarden, St. Zorgpartners Friesland (voorheen: Zorggroep Noorderbreedte) ",redelijk_begrijpelijk,informatief,"bedrijfsinfo/uithangbord,kennisbank/centrum",commercieel,Ziekenhuizen,2 of meer woorden,no_ads,,,kwaliteitsinfo-gezondheidsorganisaties,1,1,,https://www.mcl.nl,2 t/m 9,Maarten Sprenger,Almost completed,"December 15, 2023 4:44 PM",
Just-in-case,De TIEN plus van JEMODA,8,http://je-mo-da.org/de-tien-plus-van-jemoda.html,Hoe komen straatkinderen aan eten (https://www.notion.so/Hoe-komen-straatkinderen-aan-eten-a004afe6c2f14b359b366c6c0540bf34?pvs=21),relevant,,je-mo-da.org (https://www.notion.so/je-mo-da-org-fe4d736513d84f4fb1b0877b83a84d44?pvs=21),"Stichting Vrienden van Jemoda / JEMODA, Remco Hemmelder",nvt,informatief,promotioneel,not_for_profit,NGO/Goede doelen site,Vragen,company_promotion,"dd 20-2-24 result page is dood ",,informatie in het kader van goed doel,2,1,,http://je-mo-da.org,- (samsam 2),Maarten Sprenger,Needs deeper research,"December 15, 2023 4:25 PM",
Ja,Nieuws gerelateerd aan 'HANDGRANATEN' - Omroep Brabant,8,https://www.omroepbrabant.nl/tag/HANDGRANATEN,handgranat (https://www.notion.so/handgranat-90a3d5354c33449facaa771c9600ba59?pvs=21),relevant,,omroepbrabant.nl (https://www.notion.so/omroepbrabant-nl-522449ca859e45cf920974aa95d73dfb?pvs=21),st. Omroep Brabant,nvt,navigational,"entertainment,journalistiek,nieuws",not_for_profit,Publieke_omroep,Eén woord,limited_ads,,,publiek_mediaplatform (incl journalistiek),5,1,,https://www.omroepbrabant.nl,"- (Jeugdjournaal, 6)",Maarten Sprenger,Almost completed,"December 15, 2023 2:37 PM",
Just-in-case,Foetus - 22 definities - Encyclo,8,https://www.encyclo.nl/begrip/foetus,wat is een foetus? (https://www.notion.so/wat-is-een-foetus-8fcff143f1344350a31277ac35d5773e?pvs=21),relevant,,encyclo.nl (https://www.notion.so/encyclo-nl-91d5511e06ab4796b3176a7803a2d3dc?pvs=21),Slot Webcommerce bv.,complex,informatief,"encyclopedie,portal,woordenboek",commercieel,Uitgevers (div. commercieel),Vragen,"many_ads,online_kanspel_ads_2/24",,,"aggregator/contentfarm,informatieproduct div. commercieel",7,1,,www.encyclo.nl,-,Maarten Sprenger,Needs peer-review,"December 15, 2023 2:16 PM",
Ja,"Moderne woningen in West-Vlaanderen, West-Vlaanderen. Jaargang 6 - DBNL",8,https://www.dbnl.org/tekst/_vla016195701_01/_vla016195701_01_0082.php,welken gebouwen zijn er in West-Vlaanderen (https://www.notion.so/welken-gebouwen-zijn-er-in-West-Vlaanderen-9955463963434888b2efe464572da3e2?pvs=21),relevant,,dbnl.org (https://www.notion.so/dbnl-org-72ccb820ad504be3b5bc5dc28ddf22e3?pvs=21),Digitale Bibliotheek voor de Nederlandse Letteren,complex,informatief,"archief/databank (2/24),kennisbank/centrum,woordenboek",not_for_profit,Federatieve instelling/unie,Vragen,no_ads,,,kennisbank/centrum +,2,1,,https://www.dbnl.org,-,Maarten Sprenger,Done,"December 15, 2023 1:55 PM",
Just-in-case,Autosport | RTL Nieuws,8,https://www.rtlnieuws.nl/tags/onderwerpen/sport/autosport,autosport (https://www.notion.so/autosport-6b61514b14c244b1ae64b1549603bf96?pvs=21),relevant,,rtlnieuws.nl (https://www.notion.so/rtlnieuws-nl-d9a027853acc4d7b91192acee8380bbc?pvs=21),RTL Nederland B.V.,nvt,navigational,"clickbait,infinite_scroll,journalistiek,link/reclamevehikel,nieuws",commercieel,Entertainment-industrie,Eén woord,many_ads,,,journalistiek informatieproduct,15,1,,https://www.rtlnieuws.nl/,-,Maarten Sprenger,Done,"December 15, 2023 12:34 PM",
Nee,Spares2go Post motor HEPA-filter voor Dyson V8 draadloze stofzuiger : Amazon.nl: Wonen & keuken,8,https://www.amazon.nl/Spares2go-motor-HEPA-filter-draadloze-stofzuiger/dp/B0722GRKDP,post moter (https://www.notion.so/post-moter-7a717ac1c1544b6ba91015272f249e04?pvs=21),niet_relevant,webshop_result_page,amazon.nl/ (https://www.notion.so/amazon-nl-80aae7f27d9d428eb29b42b0e5088366?pvs=21),"Amazon.com, Inc.",nvt,transactional,"BigTech,webshop",commercieel,BigTech,2 of meer woorden,company_promotion,,,alleen webshop,11,1,,https://www.amazon.nl/,-,Maarten Sprenger,Done,"December 15, 2023 12:17 PM",
Nee,Diarree - Moet Ik Naar De Dokter,8,https://www.moetiknaardedokter.nl/klacht/diarree/,diaree (https://www.notion.so/diaree-6a45ff965d704d6f85312d9845e57eca?pvs=21),relevant,,moetiknaardedokter.nl MINDD (https://www.notion.so/moetiknaardedokter-nl-MINDD-8a07d387d0214ca081423201dd5e7b29?pvs=21),"Blijft onduidelijk welke organisatie dit nu precies is. Opdrachtgevers zijn zorgverzekeraars, het bedrijf Chipsoft zit er ook in. Oogt internationaal (of alleen qua taal-service?)",redelijk_begrijpelijk,informatief,"about-voorbeeld,kennisbank/centrum,voorlichting",commercieel,Verzekeraars,Eén woord,no_ads,,,"kennisbank/centrum +,negatief-gevalideerd",2,1,,https://www.moetiknaardedokter.nl/,- (1x klokhuis -1e),Maarten Sprenger,Done,"December 15, 2023 11:50 AM","gezondheid,zelfzorg"
Just-in-case,engeland - Google Zoeken nieuws,8,https://www.google.nl/search?sca_esv=591167423&q=engeland&tbm=nws&source=univ&tbo=u&sa=X&ved=2ahUKEwjUzcuYmZGDAxUv3AIHHdChDAIQt8YBKAB6BQiFARAB,engeland (https://www.notion.so/engeland-6f3791c643704d2994797d704b2f1fc1?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Eén woord,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"December 15, 2023 11:13 AM",
Ja,Suriname webquest,8,http://www.surinamewebquest.nl/marrons.html,marrons (https://www.notion.so/marrons-70e7e95014d74e6c88cf3671e5f50aba?pvs=21),relevant,,surinamewebquest.nl (https://www.notion.so/surinamewebquest-nl-ee7d7d0f1b91448f99827f7acac460db?pvs=21),Erik Meurs en René Puper De HAN wordt ook genoemd…,redelijk_begrijpelijk,informatief,"doelgroep VO/12+,informatie_primair_doel",not_for_profit,Leraren/Docenten,Eén woord,no_ads,,,kwaliteitsinfo-onderwijs (gratis),0,1,,http://www.surinamewebquest.nl/,-,Maarten Sprenger,Done,"December 15, 2023 10:35 AM",
Nee,Vertrektijden - Info Schiphol,8,http://www.infoschiphol.nl/tijden/vertrektijden.html,vertrekhal met inchekbalie (https://www.notion.so/vertrekhal-met-inchekbalie-78dbdc396240421c993bb2b8727b26c4?pvs=21),relevant,,infoschiphol.nl (https://www.notion.so/infoschiphol-nl-2703d2df1b224c3d8ad6b6681b7ef8e7?pvs=21),E-smart is een slim netwerk op internet bedacht en ontwikkeld door Lionhead,nvt,informatief,link/reclamevehikel,commercieel,Online-bedrijven,2 of meer woorden,affiliate_marketing_2/24,2/2/24 redirect (soms) naar https://bettingoddsexpert.com/?referral_keyword=sure%20bet%20predictions,,aggregator/contentfarm,20,1,,http://www.infoschiphol.nl,"- ",Maarten Sprenger,Almost completed,"December 15, 2023 9:49 AM",
Ja,Dijk bij Hansweert moet opnieuw sterker worden,8,https://www.pzc.nl/zeeuws-nieuws/dijk-bij-hansweert-moet-opnieuw-sterker-worden~a53ffe06/?referrer=https%3A%2F%2Fwww.google.nl%2F,westerschelde waternoodsramp (https://www.notion.so/westerschelde-waternoodsramp-6473fc88d3094cd39885faad4640d189?pvs=21),relevant,,pzc.nl (https://www.notion.so/pzc-nl-0a99371fffc74948b7fe59d58d7fa84f?pvs=21),"PZC, DPG Media B.V.",complex,informatief,"abo-print,journalistiek,nieuws,paywall (geheel/gedeeltelijk)",commercieel,Uitgevers (div. commercieel),2 of meer woorden,limited_ads,,Resultaten v query zijn ok!,journalistiek informatieproduct (betaald),13,1,,https://www.pzc.nl/,-,Maarten Sprenger,Almost completed,"December 14, 2023 7:22 PM",
Ja,Aanhalingstekens - Taalwinkel UvA-HvA,8,https://www.taalwinkel.nl/taal-en-stijl/interpunctie/aanhalingstekens/aanhalingstekens.html,wat is een begin aanhaling (https://www.notion.so/wat-is-een-begin-aanhaling-6329aefd56cf4f23aaea6fd231d6bcae?pvs=21),relevant,,taalwinkel.nl (https://www.notion.so/taalwinkel-nl-8d1cc7d5f1904aaebfc064a75ae49325?pvs=21),De taalwinkel is van de UVA en de HvA,redelijk_begrijpelijk,informatief,"informatie_primair_doel,onderwijscontent",not_for_profit,Universiteit/Hogeschool,Vragen,no_ads,,,kwaliteitsinfo-onderwijs (gratis),1,1,,https://www.taalwinkel.nl/,-,Maarten Sprenger,Almost completed,"December 14, 2023 7:06 PM",
Ja,Zo leefden de Romeinen,8,https://www.docukit.nl/spreekbeurt/zo-leefden-de-romeinen,waar komt de naam Romen van (https://www.notion.so/waar-komt-de-naam-Romen-van-626decfebd924478881e2a0024323854?pvs=21),relevant,,docukit.nl (https://www.notion.so/docukit-nl-e51008dd0a9d42ea8c3d82a3526f1447?pvs=21),Schoolsupport,eenvoudig,informatief,"bedrijfsinfo/uithangbord,doelgroep PO/8-12,informatie_primair_doel",commercieel,Uitgevers (educatief/literair),Vragen,company_promotion,,,kwaliteitsinfo voor 8-18,1,1,,https://www.docukit.nl/,"1..3, 5, 7",Maarten Sprenger,Done,"December 14, 2023 6:52 PM",
Just-in-case,Kruidnoten recept voor de lekkerste kruidnootjes! - Koopmans.com,8,https://www.koopmans.com/recept/kruidnoten/,pepernooten recept (https://www.notion.so/pepernooten-recept-5f752ea3faea4840addc73c22757639a?pvs=21),relevant,,koopmans.com (https://www.notion.so/koopmans-com-a0de544ce5944f6d9f7ecb7f0b8f9513?pvs=21),"Koopmans ",redelijk_begrijpelijk,informatief,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,fabrikant,promotioneel,webshop",commercieel,Winkels en bedrijven div,2 of meer woorden,"affiliate_marketing_2/24,company_promotion",,,product-/bedrijfsinfo + uithangbord,1,1,,https://www.koopmans.com,- (1 x klokhuis),Maarten Sprenger,Done,"December 14, 2023 6:36 PM",
Just-in-case,Vulkaan Afbeeldingen - Gratis downloaden op Freepik,8,https://nl.freepik.com/vrije-foto-vectoren/vulkaan,plaatjes van vulkaan (https://www.notion.so/plaatjes-van-vulkaan-5d90ae9a93384e95a19994c43e348d45?pvs=21),relevant,,freepik.com (https://www.notion.so/freepik-com-4babfea2cd034497aa061e664d536a39?pvs=21),Freepik Company S.L.,eenvoudig,transactional,"beeldbank,log_in (geheel/gedeeltelijk),paywall (geheel/gedeeltelijk),user_generated_content",commercieel,Online-bedrijven,2 of meer woorden,"affiliate_marketing_2/24,company_promotion",,,informatieproduct div. commercieel,12,1,,https://nl.freepik.com,-,Maarten Sprenger,Almost completed,"December 14, 2023 6:06 PM",
Just-in-case,Giraffe,8,https://slo.nl/publish/pages/4445/download_teksten_giraffe.pdf,waar leven giraffen (https://www.notion.so/waar-leven-giraffen-5cf76a29daaa460b850a0458980022e1?pvs=21),relevant,"outdated, pdf",slo.nl (https://www.notion.so/slo-nl-e95fae25666f4fbd975cac3f2a7ccd5c?pvs=21),SLO,eenvoudig,informatief,kennisbank/centrum,not_for_profit,Overheid (of i.o.v.),Vragen,no_ads,Bron: http://www.zoo-emmen.nl/nl/dierenpark/spreekbeurt_giraffe.htm - 404,,kennisbank/centrum +,1,1,,https://slo.nl,"1, 3",Maarten Sprenger,Almost completed,"December 14, 2023 5:37 PM",
Ja,Spiere-Helkijn | Leiestreek,8,https://www.toerisme-leiestreek.be/nl/bestemmingen/spiere-helkijn,spiere (https://www.notion.so/spiere-3dec73a148c846c3a209a95df161f7a9?pvs=21),relevant,,toerisme-leiestreek.be (https://www.notion.so/toerisme-leiestreek-be-06ae03f7687b4bb0b3063132a824f8a8?pvs=21),Westtoer,redelijk_begrijpelijk,informatief,"overheidsinfo (of i.o.v.),promotioneel,streekpromotie,webshop",not_for_profit,Overheid (of i.o.v.),Eén woord,company_promotion,,,"overheidsinformatie (overige),promotionele sites",3,1,,https://www.toerisme-leiestreek.be/,-,Maarten Sprenger,Done,"December 14, 2023 4:54 PM",
Just-in-case,Het Ontstaan van een Gemeenschappelijke Sociale Identiteit,8,https://studenttheses.universiteitleiden.nl/access/item%3A2607428/view,welke stammen zijn er in sierra leone (https://www.notion.so/welke-stammen-zijn-er-in-sierra-leone-58bf738f4d8d4516ae99b3c867324f93?pvs=21),relevant,pdf,studenttheses.universiteitleiden.nl (https://www.notion.so/studenttheses-universiteitleiden-nl-76e57d923a554bcbacc14d6cc042088f?pvs=21),,complex,informatief,"archief/databank (2/24),wetenschap",not_for_profit,Universiteit/Hogeschool,Vragen,no_ads,Student Repository,,wetenschaps-informatie,0,1,,https://studenttheses.universiteitleiden.nl,-,Maarten Sprenger,Almost completed,"December 14, 2023 3:05 PM",
Just-in-case,De piramides van Gizeh | Alles over de ‘must see’ van Egypte - 333travel,8,https://www.333travel.nl/blog/piramides-van-gizeh-egypte,belangrijkste piramide (https://www.notion.so/belangrijkste-piramide-558862a6e95a4e1ca0feca88f0a08949?pvs=21),relevant,,333travel.nl (https://www.notion.so/333travel-nl-2ec09e013fdd4ef1aa8a197a767f9910?pvs=21),333travel,nvt,informatief,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,promotioneel,webshop",commercieel,Reisorganisaties,2 of meer woorden,company_promotion,,,webshop/winkel+promotioneel deel,7,1,,https://www.333travel.nl/,2,Maarten Sprenger,Done,"December 14, 2023 2:36 PM",
Just-in-case,Trilling - 14 woorden,8,https://www.mijnwoordenboek.nl/puzzelwoordenboek/Trilling/1/1,trilling (https://www.notion.so/trilling-4e379957ae6d409e9c5ae4d64e941c0a?pvs=21),relevant,,mijnwoordenboek.nl (https://www.notion.so/mijnwoordenboek-nl-d37763015d79413a95ccc70111aaedef?pvs=21),Slot Webcommerce bv.,complex,informatief,woordenboek,commercieel,Winkels en bedrijven div,Eén woord,"many_ads,online_kanspel_ads_2/24",,,informatieproduct div. commercieel,5,1,,https://www.mijnwoordenboek.nl/,-,Maarten Sprenger,Done,"December 14, 2023 2:18 PM",
Nee,Elektrische kindermotor kopen! - Cars4Kids kinder accu motors,8,https://www.cars4kids.nl/producten/elektrische-kindermotor-kopen/,kindermotors (https://www.notion.so/kindermotors-4bbda4a3433f4ec09655bab8d8352779?pvs=21),misschien,webshop_result_page,cars4kids.nl (https://www.notion.so/cars4kids-nl-72c36f81d6b4472394d44ff590a062bb?pvs=21),Cars4kids,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,webshop/winkel+promotioneel deel,13,1,,https://www.cars4kids.nl/,-,Maarten Sprenger,Done,"December 14, 2023 1:58 PM",
Nee,Refurbished Telefoons kopen | 3 jaar garantie | rebuy,8,https://www.rebuy.nl/kopen/telefoons,telefoon (https://www.notion.so/telefoon-45535dd2e1ad4c1bb92912bcffbd8109?pvs=21),misschien,webshop_result_page,rebuy.nl (https://www.notion.so/rebuy-nl-03ccb5c8dd644ac7bc9b174e70b94e65?pvs=21),rebuy recommerce GmbH,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,alleen webshop,3,1,,https://www.rebuy.nl/,-,Maarten Sprenger,Done,"December 14, 2023 1:28 PM",
